domains,dest_ip
mmotop.ru,185.165.123.49
testbook.com,104.20.37.240
solarmovie.to,104.18.58.167
mybrowseraddon.com,104.28.15.39
torrentcounter.to,104.18.40.110
reactjs.org,104.26.9.29
fontsquirrel.com,45.79.150.110
rockfile.co,104.26.5.225
brightside.me,5.9.157.21
123moviesok.org,172.67.129.50
creativecommons.org,104.20.150.16
beenverified.com,104.16.44.7
proprofs.com,104.26.13.111
googletraveladservices.com,172.217.19.10
123movieshub.info,104.18.58.78
google.kz,216.58.208.228
draxe.com,104.26.6.13
over-blog.com,185.128.239.44
readmng.com,172.64.206.12
zestradar.com,104.24.121.68
mashable.com,104.18.6.92
gogoanime.io,103.194.169.99
wordcounter.net,104.20.192.70
blizzard.com,137.221.106.104
allkpop.com,104.26.11.248
livescore.com,35.186.243.87
vpnmentor.com,104.26.2.230
footybite.com,104.18.44.221
opera.com,185.26.182.104
rozetka.com.ua,78.27.198.50
nextdirect.com,204.74.99.103
brainberries.co,104.26.4.153
gradeup.co,104.17.12.38
nrk.no,115.186.131.202
wtfast.com,104.20.90.37
yts.pm,172.67.184.45
tineye.com,104.22.53.142
watchonlinemovies.com.pk,104.28.20.205
kisstvshow.to,104.26.7.129
myfood.ltd,94.31.29.128
ammoland.com,172.67.14.187
laracasts.com,104.20.16.110
rarbgproxied.org,104.27.135.108
moondash.co.in,172.67.132.83
10fastfingers.com,172.67.71.130
freemake.com,104.18.11.175
ssl2anyone5.com,188.42.139.84
artsy.net,104.20.38.216
downloadastro.com,104.26.3.247
twoplayergames.org,151.139.128.11
steamcharts.com,104.26.14.100
unibet.com,85.184.96.0
drom.ru,185.44.0.16
indishare.me,104.28.29.192
cgpeers.to,89.248.162.151
avg.com,69.94.64.29
scamadviser.com,104.22.38.245
bitly.com,67.199.248.14
hesgoal.com,136.144.41.23
verizon.com,192.16.31.89
popads.net,216.21.13.13
saveas.co,172.67.128.137
warriorplus.com,104.26.5.97
bonusbitcoin.co,104.31.82.162
ripple.is,104.24.108.93
gostream.site,172.67.150.219
fotojet.com,104.26.8.203
mit.edu,184.26.196.231
orcid.org,104.20.229.70
hitc.com,172.67.8.106
akoam.net,172.67.207.144
ig.com,193.30.41.215
neilpatel.com,172.67.32.241
yandex.com,77.88.55.77
solarmovie.one,104.28.14.80
residentadvisor.net,172.67.20.243
getfvid.com,104.27.178.57
laravel.com,172.67.71.125
moddb.com,103.24.121.21
vanderbilt.edu,75.2.77.85
tilda.cc,178.248.233.147
file-up.org,104.24.101.209
mathworks.com,144.212.244.17
wizzair.com,184.50.111.82
worldfree4u.wiki,104.28.1.93
paradoxplaza.com,104.16.241.242
thepiratebay10.org,104.31.93.157
git-scm.com,172.67.12.172
uptobox.com,172.67.40.210
mymodernmet.com,104.26.1.124
fortnitetracker.com,104.27.21.116
sellfy.com,104.22.52.94
farfetch.com,104.108.99.163
mydailytips.net,104.24.100.114
porsche.com,84.21.52.116
kaggle.com,35.244.233.98
packtpub.com,172.67.31.83
androidfilehost.com,172.67.69.169
propakistani.pk,104.26.4.182
dramacool9.co,104.18.53.92
amazon.cn,54.222.60.218
canalblog.com,195.137.184.102
futhead.com,172.67.154.95
justwatch.com,35.186.248.180
cracked-games.org,172.67.161.202
googleblog.com,216.58.208.225
miwifi.com,183.84.5.58
iwanttodeliver.com,185.88.180.104
filerio.in,94.102.59.60
pushbullet.com,104.26.4.125
theepochtimes.com,34.107.251.210
wallpaperswide.com,88.198.175.2
indeed.co.uk,169.44.165.66
navient.com,2.17.83.60
td.com,192.229.162.193
220-volt.ru,5.8.69.12
uefa.com,194.158.2.5
uwatchfree.sx,104.31.70.202
coingecko.com,104.22.79.192
nch.com.au,66.39.105.214
sephora.com,104.69.171.36
summertimesaga.com,104.28.28.153
breitbart.com,35.241.35.213
warez-bb.org,104.27.178.32
ondramanice.tv,104.27.158.191
bungie.net,104.20.28.30
braun634.com,188.246.234.115
debian.org,149.20.4.15
noriskdomain.com,104.18.42.144
sankakucomplex.com,208.100.24.252
scoopwhoop.com,104.18.90.95
fontmeme.com,104.26.2.12
fresherslive.com,104.22.79.185
monova.to,172.67.167.251
business.site,216.239.32.29
