tcp-traceroute from 58.65.173.14 to 95.216.247.80
11  209.17.0.69  259.718 ms ICMP
12  141.146.0.234  261.541 ms ICMP
13  137.254.7.84  260.102 ms ICMP
14  137.254.60.32  295.447 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.16.43.54
 1  58.65.173.13  0.392 ms ICMP
 2  172.16.36.130  0.919 ms ICMP
 3  58.65.165.42  0.944 ms ICMP
 4  119.63.136.181  0.808 ms ICMP
 5  110.93.252.99  21.220 ms ICMP
 6  110.93.252.190  19.681 ms ICMP
 7  110.93.192.198  19.245 ms ICMP
 8  104.16.43.54  18.723 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 88.99.70.210
 1  *
 2  172.16.36.134  1.079 ms ICMP
 3  58.65.165.42  0.832 ms ICMP
 4  203.135.5.69  1.065 ms ICMP
 5  *
 6  80.81.192.164  146.796 ms ICMP
 7  *
 8  213.239.245.230  142.120 ms ICMP
 9  88.99.70.210  149.765 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 92.122.164.130
 1  *
 2  172.16.36.134  1.113 ms ICMP
 3  58.65.165.42  0.870 ms ICMP
 4  203.135.5.69  1.213 ms ICMP
 5  *
 6  62.115.165.16  133.842 ms ICMP
 7  62.115.118.94  151.777 ms ICMP
 8  62.115.123.68  149.571 ms ICMP
 9  62.115.120.75  151.073 ms ICMP
10  62.115.169.185  149.473 ms ICMP
11  23.210.48.36  220.977 ms ICMP
12  95.100.192.241  225.755 ms ICMP
13  23.210.50.39  221.530 ms ICMP
14  *
15  92.122.164.130  150.935 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 103.111.79.79
 1  58.65.173.13  0.467 ms ICMP
 2  172.16.36.130  0.752 ms ICMP
 3  58.65.165.42  0.883 ms ICMP
 4  119.63.136.181  0.783 ms ICMP
 5  110.93.252.99  27.446 ms ICMP
 6  110.93.252.198  20.273 ms ICMP
 7  27.111.228.81  98.921 ms ICMP
 8  184.105.64.254  166.047 ms ICMP
 9  184.105.213.117  246.975 ms ICMP
10  184.104.194.22  280.487 ms ICMP
11  184.105.223.177  288.596 ms ICMP
12  184.104.193.174  304.105 ms ICMP
13  184.105.64.178  305.002 ms ICMP
14  184.104.194.57  307.510 ms ICMP
15  216.66.1.134  307.425 ms ICMP
16  *
17  *
18  *
19  *
20  *
21  103.111.79.79  323.581 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 153.2.228.50
 1  *
 2  172.16.36.134  1.192 ms ICMP
 3  58.65.165.42  0.825 ms ICMP
 4  119.63.136.181  0.703 ms ICMP
 5  110.93.252.99  17.999 ms ICMP
 6  110.93.252.190  19.655 ms ICMP
 7  213.144.176.232  119.211 ms ICMP
 8  195.22.195.63  229.854 ms ICMP
 9  192.205.36.229  228.386 ms ICMP
10  *
11  *
12  12.122.2.33  295.095 ms ICMP
13  12.122.2.189  302.111 ms ICMP
14  12.123.152.109  295.452 ms ICMP
15  12.91.103.14  301.090 ms ICMP
16  *
17  *
18  *
19  *
20  *
21  *
22  153.2.228.50  317.087 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 51.159.16.4
 1  *
 2  172.16.36.134  1.058 ms ICMP
 3  58.65.165.42  0.837 ms ICMP
 4  203.135.5.69  1.092 ms ICMP
 5  *
 6  212.73.201.229  140.653 ms ICMP
 7  4.69.133.234  143.168 ms ICMP
 8  212.3.235.202  142.390 ms ICMP
 9  195.154.2.169  141.232 ms ICMP
10  195.154.2.177  140.932 ms ICMP
11  51.159.16.4  142.013 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.183.19
 1  *
 2  172.16.36.134  1.124 ms ICMP
 3  58.65.165.42  0.907 ms ICMP
 4  203.135.5.69  1.065 ms ICMP
 5  *
 6  99.82.180.224  41.556 ms ICMP
 7  52.93.69.104  39.975 ms ICMP
 8  52.93.69.195  38.233 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.183.19  41.007 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 77.73.245.170
 1  *
 2  172.16.36.134  1.024 ms ICMP
 3  58.65.165.42  0.881 ms ICMP
 4  203.135.5.69  1.038 ms ICMP
 5  *
 6  80.81.192.187  132.204 ms ICMP
 7  5.56.19.18  137.027 ms ICMP
 8  5.56.17.42  137.303 ms ICMP
 9  77.73.245.170  135.622 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 139.129.161.167
 1  *
 2  172.16.36.134  1.067 ms ICMP
 3  58.65.165.42  0.908 ms ICMP
 4  203.135.5.69  0.993 ms ICMP
 5  *
 6  62.115.165.16  134.168 ms ICMP
 7  62.115.114.198  149.339 ms ICMP
 8  62.115.142.205  147.406 ms ICMP
 9  *
10  219.158.24.213  259.198 ms ICMP
11  219.158.3.145  252.409 ms ICMP
12  219.158.18.69  253.317 ms ICMP
13  219.158.4.230  273.884 ms ICMP
14  *
15  27.221.80.226  269.323 ms ICMP
16  116.251.113.34  276.691 ms ICMP
17  119.38.215.21  268.721 ms ICMP
18  *
19  139.129.161.167  269.369 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 15.223.13.97
 1  *
 2  172.16.36.134  0.916 ms ICMP
 3  58.65.165.42  0.884 ms ICMP
 4  119.63.136.181  0.770 ms ICMP
 5  110.93.255.226  20.313 ms ICMP
 6  110.93.252.172  19.886 ms ICMP
 7  149.14.125.89  119.449 ms ICMP
 8  154.54.38.173  117.307 ms ICMP
 9  130.117.50.165  128.799 ms ICMP
10  154.54.27.169  198.771 ms ICMP
11  154.54.0.142  198.240 ms ICMP
12  38.140.107.42  199.845 ms ICMP
13  52.93.31.63  210.039 ms ICMP
14  52.93.4.30  200.714 ms ICMP
15  *
16  54.239.45.254  257.534 ms ICMP
17  52.94.82.150  267.414 ms ICMP
18  52.94.83.159  257.341 ms ICMP
19  52.94.83.190  258.094 ms ICMP
20  52.94.82.229  259.046 ms ICMP
21  52.94.81.40  257.458 ms ICMP
22  *
23  *
24  *
25  *
26  *
27  15.223.13.97  259.126 ms ICMP
tcp-traceroute from 58.65.173.14 to 34.224.131.4
 1  *
 2  172.16.36.134  1.027 ms ICMP
 3  58.65.165.42  0.801 ms ICMP
 4  203.135.5.69  1.021 ms ICMP
 5  *
 6  149.14.126.177  116.908 ms ICMP
 7  130.117.50.165  126.277 ms ICMP
 8  154.54.27.169  197.290 ms ICMP
 9  154.54.0.142  197.496 ms ICMP
10  38.140.107.42  198.137 ms ICMP
11  52.93.31.53  203.347 ms ICMP
12  52.93.4.52  198.088 ms ICMP
13  *
14  150.222.242.112  213.054 ms ICMP
15  *
16  *
17  *
18  *
19  150.222.243.223  214.862 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  52.93.28.112  211.537 ms ICMP
31  *
32  *
33  *
34  *
35  *
36  34.224.131.4  211.628 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 23.199.146.33
 1  *
 2  172.16.36.134  0.952 ms ICMP
 3  58.65.165.42  0.821 ms ICMP
 4  203.135.5.69  1.265 ms ICMP
 5  *
 6  27.111.228.81  102.355 ms ICMP
 7  74.82.46.50  216.416 ms ICMP
 8  *
 9  *
10  23.199.146.33  236.921 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 185.39.10.97
 1  *
 2  172.16.36.134  0.896 ms ICMP
 3  58.65.165.42  0.844 ms ICMP
 4  119.63.136.181  0.993 ms ICMP
 5  110.93.252.99  21.190 ms ICMP
 6  110.93.252.198  21.894 ms ICMP
 7  27.111.228.81  100.609 ms ICMP
 8  184.105.65.14  251.472 ms ICMP
 9  184.105.222.21  246.122 ms ICMP
10  184.105.81.110  263.672 ms ICMP
11  *
12  185.39.10.97  258.732 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 52.43.46.114
 1  *
 2  172.16.36.134  1.106 ms ICMP
 3  58.65.165.42  0.945 ms ICMP
 4  119.63.136.181  0.848 ms ICMP
 5  110.93.255.226  20.444 ms ICMP
 6  110.93.252.172  19.835 ms ICMP
 7  149.14.125.89  120.042 ms ICMP
 8  154.54.38.173  118.032 ms ICMP
 9  154.54.57.210  128.805 ms ICMP
10  154.54.57.241  133.957 ms ICMP
11  154.54.61.133  140.833 ms ICMP
12  154.54.85.245  208.329 ms ICMP
13  154.54.24.222  219.856 ms ICMP
14  154.54.28.130  234.093 ms ICMP
15  154.54.30.162  250.017 ms ICMP
16  154.54.42.65  258.412 ms ICMP
17  154.54.44.86  270.261 ms ICMP
18  154.54.42.102  269.615 ms ICMP
19  38.88.196.90  270.684 ms ICMP
20  *
21  *
22  54.239.44.20  292.391 ms ICMP
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  52.43.46.114  289.017 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 72.142.24.195
 1  58.65.173.13  0.385 ms ICMP
 2  172.16.36.130  1.044 ms ICMP
 3  58.65.165.42  0.880 ms ICMP
 4  119.63.136.181  0.788 ms ICMP
 5  110.93.255.226  20.573 ms ICMP
 6  110.93.252.172  19.715 ms ICMP
 7  149.14.125.89  120.881 ms ICMP
 8  154.54.38.169  120.606 ms ICMP
 9  130.117.49.153  128.357 ms ICMP
10  66.28.4.197  198.048 ms ICMP
11  154.54.47.218  198.246 ms ICMP
12  154.54.13.34  198.861 ms ICMP
13  209.148.231.49  259.042 ms ICMP
14  69.63.248.58  259.129 ms ICMP
15  209.148.253.62  262.000 ms ICMP
16  *
17  *
18  72.142.23.250  259.915 ms ICMP
19  72.142.24.195  259.099 ms ICMP
tcp-traceroute from 58.65.173.14 to 35.196.247.55
 1  *
 2  172.16.36.134  1.001 ms ICMP
 3  58.65.165.42  0.796 ms ICMP
 4  203.135.5.69  1.070 ms ICMP
 5  *
 6  72.14.211.72  35.389 ms ICMP
 7  108.170.246.119  45.317 ms ICMP
 8  209.85.240.54  41.284 ms ICMP
 9  172.253.51.217  126.561 ms ICMP
10  64.233.175.243  138.081 ms ICMP
11  209.85.242.252  214.378 ms ICMP
12  209.85.255.146  232.282 ms ICMP
13  209.85.241.26  224.848 ms ICMP
14  216.239.49.133  231.261 ms ICMP
15  *
16  *
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  35.196.247.55  225.147 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 175.111.88.3
 1  *
 2  172.16.36.134  1.052 ms ICMP
 3  58.65.165.42  0.864 ms ICMP
 4  119.63.136.181  0.803 ms ICMP
 5  110.93.252.99  18.017 ms ICMP
 6  110.93.252.198  43.854 ms ICMP
 7  27.111.228.77  101.537 ms ICMP
 8  180.240.204.30  101.926 ms ICMP
 9  180.240.193.202  100.678 ms ICMP
10  118.97.5.121  121.293 ms ICMP
11  118.97.5.122  119.485 ms ICMP
12  202.43.92.46  121.678 ms ICMP
13  175.111.88.3  122.804 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.28.23.206
 1  *
 2  172.16.36.134  0.860 ms ICMP
 3  58.65.165.42  0.825 ms ICMP
 4  119.63.136.181  0.666 ms ICMP
 5  110.93.255.226  20.350 ms ICMP
 6  110.93.255.168  19.749 ms ICMP
 7  110.93.192.198  20.221 ms ICMP
 8  104.28.23.206  19.593 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 85.158.3.21
 1  58.65.173.13  0.313 ms ICMP
 2  172.16.36.130  0.939 ms ICMP
 3  58.65.165.42  0.877 ms ICMP
 4  203.135.5.69  1.115 ms ICMP
 5  *
 6  80.81.194.206  150.181 ms ICMP
 7  85.158.2.18  150.374 ms ICMP
 8  85.158.3.4  151.472 ms ICMP
 9  85.158.3.21  149.439 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.26.1.26
 1  *
 2  172.16.36.134  1.090 ms ICMP
 3  58.65.165.42  0.886 ms ICMP
 4  119.63.136.181  0.795 ms ICMP
 5  110.93.252.99  19.585 ms ICMP
 6  110.93.252.190  21.136 ms ICMP
 7  110.93.192.198  20.611 ms ICMP
 8  104.26.1.26  21.209 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 144.160.36.42
 1  58.65.173.13  0.386 ms ICMP
 2  172.16.36.130  0.794 ms ICMP
 3  58.65.165.42  0.894 ms ICMP
 4  119.63.136.181  0.719 ms ICMP
 5  110.93.255.226  20.178 ms ICMP
 6  110.93.255.168  19.734 ms ICMP
 7  *
 8  195.22.195.49  219.202 ms ICMP
 9  192.205.36.229  218.002 ms ICMP
10  12.122.131.102  239.341 ms ICMP
11  *
12  12.122.132.181  230.869 ms ICMP
13  12.249.81.194  239.747 ms ICMP
14  144.160.36.42  243.201 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 13.35.183.118
 1  58.65.173.13  5.378 ms ICMP
 2  172.16.36.130  0.891 ms ICMP
 3  58.65.165.42  0.888 ms ICMP
 4  203.135.5.69  1.122 ms ICMP
 5  *
 6  99.82.180.224  42.241 ms ICMP
 7  52.93.69.24  39.163 ms ICMP
 8  52.93.69.185  38.845 ms ICMP
 9  *
10  *
11  *
12  *
13  *
14  13.35.183.118  38.483 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 151.101.192.93
 1  58.65.173.13  0.360 ms ICMP
 2  172.16.36.130  0.962 ms ICMP
 3  58.65.165.42  0.909 ms ICMP
 4  203.135.5.69  1.089 ms ICMP
 5  *
 6  27.111.228.34  103.099 ms ICMP
 7  151.101.192.93  103.611 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.26.1.105
 1  *
 2  172.16.36.134  1.975 ms ICMP
 3  58.65.165.42  0.846 ms ICMP
 4  119.63.136.181  1.137 ms ICMP
 5  110.93.255.226  20.428 ms ICMP
 6  110.93.255.168  19.789 ms ICMP
 7  110.93.192.198  20.138 ms ICMP
 8  104.26.1.105  19.767 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 95.216.24.32
 1  *
 2  172.16.36.134  1.148 ms ICMP
 3  58.65.165.42  0.882 ms ICMP
 4  119.63.136.181  0.651 ms ICMP
 5  110.93.252.99  18.023 ms ICMP
 6  110.93.252.146  19.600 ms ICMP
 7  110.93.252.111  154.303 ms ICMP
 8  80.81.192.98  146.798 ms ICMP
 9  213.239.224.169  167.518 ms ICMP
10  213.239.224.138  165.254 ms ICMP
11  95.216.24.32  165.774 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 207.135.71.184
 1  58.65.173.13  0.393 ms ICMP
 2  172.16.36.130  0.949 ms ICMP
 3  58.65.165.42  0.924 ms ICMP
 4  203.135.5.69  1.240 ms ICMP
 5  *
 6  212.73.201.229  130.044 ms ICMP
 7  *
 8  4.68.71.30  292.372 ms ICMP
 9  68.86.143.25  291.022 ms ICMP
10  68.86.143.94  289.357 ms ICMP
11  162.151.78.66  289.697 ms ICMP
12  24.104.45.26  291.695 ms ICMP
13  207.135.66.1  292.477 ms ICMP
14  207.135.71.184  293.841 ms ICMP
tcp-traceroute from 58.65.173.14 to 54.239.26.220
 1  *
 2  172.16.36.134  1.022 ms ICMP
 3  58.65.165.42  0.903 ms ICMP
 4  119.63.136.181  0.762 ms ICMP
 5  110.93.255.226  20.221 ms ICMP
 6  110.93.252.172  19.788 ms ICMP
 7  149.14.125.89  118.848 ms ICMP
 8  154.54.38.169  117.741 ms ICMP
 9  130.117.49.153  128.440 ms ICMP
10  66.28.4.197  199.111 ms ICMP
11  66.28.4.182  200.197 ms ICMP
12  38.140.107.42  199.258 ms ICMP
13  52.93.31.53  209.300 ms ICMP
14  52.93.4.4  199.661 ms ICMP
15  *
16  150.222.242.120  217.611 ms ICMP
17  *
18  *
19  *
20  *
21  150.222.243.209  217.524 ms ICMP
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  52.93.28.146  219.633 ms ICMP
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  *
40  *
41  54.239.26.220  214.398 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 212.116.1.40
 1  *
 2  172.16.36.134  1.000 ms ICMP
 3  58.65.165.42  0.843 ms ICMP
 4  119.63.136.181  0.693 ms ICMP
 5  110.93.252.99  21.398 ms ICMP
 6  110.93.252.146  19.837 ms ICMP
 7  27.111.228.4  95.984 ms ICMP
 8  202.84.224.198  95.441 ms ICMP
 9  202.84.143.177  124.841 ms ICMP
10  202.84.157.37  124.583 ms ICMP
11  210.176.141.226  130.981 ms ICMP
12  72.52.2.186  131.703 ms ICMP
13  72.52.1.157  130.707 ms ICMP
14  72.52.2.189  132.661 ms ICMP
15  93.191.173.87  226.428 ms ICMP
16  2.21.175.240  232.508 ms ICMP
17  194.15.144.142  234.609 ms ICMP
18  194.15.144.142  234.114 ms ICMP
19  212.116.1.40  234.222 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 199.58.87.30
 1  58.65.173.13  0.357 ms ICMP
 2  172.16.36.130  0.943 ms ICMP
 3  58.65.165.42  0.885 ms ICMP
 4  203.135.5.69  1.039 ms ICMP
 5  *
 6  149.14.126.177  116.727 ms ICMP
 7  154.54.57.210  128.028 ms ICMP
 8  154.54.57.229  133.269 ms ICMP
 9  154.54.61.129  138.485 ms ICMP
10  154.54.85.241  208.006 ms ICMP
11  154.54.47.138  208.824 ms ICMP
12  154.54.89.18  213.477 ms ICMP
13  38.88.128.18  209.012 ms ICMP
14  173.208.126.194  221.975 ms ICMP
15  173.208.126.29  216.441 ms ICMP
16  199.58.87.30  215.203 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 103.227.81.121
 1  58.65.173.13  0.462 ms ICMP
 2  172.16.36.130  0.814 ms ICMP
 3  58.65.165.42  0.880 ms ICMP
 4  203.135.5.69  1.125 ms ICMP
 5  *
 6  62.115.165.16  131.900 ms ICMP
 7  *
 8  62.115.120.199  146.848 ms ICMP
 9  202.97.58.149  154.121 ms ICMP
10  202.97.94.157  290.375 ms ICMP
11  202.97.12.61  288.388 ms ICMP
12  202.97.34.157  292.656 ms ICMP
13  36.110.244.34  295.835 ms ICMP
14  *
15  106.39.194.230  291.758 ms ICMP
16  *
17  *
18  *
19  103.227.81.121  292.657 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.18.241.115
 1  *
 2  172.16.36.134  1.030 ms ICMP
 3  58.65.165.42  0.780 ms ICMP
 4  203.135.5.69  1.166 ms ICMP
 5  *
 6  185.1.15.41  40.659 ms ICMP
 7  104.18.241.115  42.263 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 146.20.176.192
 1  *
 2  172.16.36.134  1.032 ms ICMP
 3  58.65.165.42  0.952 ms ICMP
 4  119.63.136.181  0.913 ms ICMP
 5  110.93.255.226  20.143 ms ICMP
 6  110.93.252.172  19.909 ms ICMP
 7  134.0.219.214  32.359 ms ICMP
 8  *
 9  *
10  134.0.220.105  159.662 ms ICMP
11  195.66.224.76  151.492 ms ICMP
12  *
13  *
14  *
15  64.125.28.61  223.359 ms ICMP
16  209.66.120.102  224.885 ms ICMP
17  *
18  69.20.2.169  276.879 ms ICMP
19  69.20.2.99  263.706 ms ICMP
20  72.4.122.225  262.578 ms ICMP
21  146.20.176.192  288.734 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 23.8.190.172
 1  58.65.173.13  0.543 ms ICMP
 2  172.16.36.130  0.796 ms ICMP
 3  58.65.165.42  1.223 ms ICMP
 4  119.63.136.181  0.762 ms ICMP
 5  110.93.255.226  20.437 ms ICMP
 6  110.93.252.172  19.841 ms ICMP
 7  134.0.219.214  31.063 ms ICMP
 8  *
 9  *
10  82.178.33.253  114.697 ms ICMP
11  202.126.128.53  101.006 ms ICMP
12  180.87.96.129  102.759 ms ICMP
13  180.87.96.22  103.672 ms ICMP
14  180.87.15.6  134.972 ms ICMP
15  *
16  *
17  23.8.190.172  152.528 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 23.50.188.222
 1  *
 2  172.16.36.134  1.003 ms ICMP
 3  58.65.165.42  0.955 ms ICMP
 4  203.135.5.69  0.976 ms ICMP
 5  *
 6  213.144.170.44  116.288 ms ICMP
 7  195.22.218.59  138.566 ms ICMP
 8  23.50.188.222  133.791 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 77.79.249.92
 1  *
 2  172.16.36.134  1.101 ms ICMP
 3  58.65.165.42  0.851 ms ICMP
 4  203.135.5.69  1.162 ms ICMP
 5  *
 6  80.81.192.227  217.993 ms ICMP
 7  193.111.37.43  211.273 ms ICMP
 8  77.79.249.92  209.030 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 35.155.145.37
 1  *
 2  172.16.36.134  1.249 ms ICMP
 3  58.65.165.42  0.861 ms ICMP
 4  119.63.136.181  0.712 ms ICMP
 5  110.93.252.99  19.454 ms ICMP
 6  110.93.252.146  21.194 ms ICMP
 7  149.14.125.89  121.708 ms ICMP
 8  154.54.38.173  116.943 ms ICMP
 9  154.54.57.210  128.384 ms ICMP
10  154.54.57.229  133.018 ms ICMP
11  154.54.61.129  139.913 ms ICMP
12  154.54.85.241  208.860 ms ICMP
13  154.54.7.158  219.846 ms ICMP
14  154.54.28.70  233.720 ms ICMP
15  154.54.29.222  251.716 ms ICMP
16  154.54.42.65  258.425 ms ICMP
17  154.54.44.86  269.902 ms ICMP
18  154.54.42.102  268.960 ms ICMP
19  38.142.35.250  270.825 ms ICMP
20  *
21  *
22  *
23  *
24  150.222.242.177  298.769 ms ICMP
25  *
26  *
27  *
28  *
29  *
30  *
31  *
32  *
33  *
34  *
35  *
36  *
37  *
38  *
39  *
40  *
41  35.155.145.37  289.423 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 35.172.19.187
 1  58.65.173.13  0.441 ms ICMP
 2  172.16.36.130  0.935 ms ICMP
 3  58.65.165.42  0.898 ms ICMP
 4  203.135.5.69  1.045 ms ICMP
 5  *
 6  149.14.125.225  126.288 ms ICMP
 7  154.54.38.169  126.474 ms ICMP
 8  130.117.49.153  136.384 ms ICMP
 9  66.28.4.197  207.193 ms ICMP
10  66.28.4.182  206.926 ms ICMP
11  38.140.107.42  207.055 ms ICMP
12  52.93.31.49  215.680 ms ICMP
13  52.93.4.0  207.449 ms ICMP
14  *
15  150.222.242.114  220.707 ms ICMP
16  *
17  *
18  *
19  *
20  150.222.241.187  222.299 ms ICMP
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  52.93.28.170  224.311 ms ICMP
32  *
33  *
34  *
35  *
36  *
37  35.172.19.187  223.576 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 161.221.74.213
 1  58.65.173.13  0.528 ms ICMP
 2  172.16.36.130  0.949 ms ICMP
 3  58.65.165.42  0.862 ms ICMP
 4  203.135.5.69  1.061 ms ICMP
 5  *
 6  27.111.228.4  109.743 ms ICMP
 7  202.84.224.198  102.015 ms ICMP
 8  202.84.141.110  131.828 ms ICMP
 9  202.84.153.26  131.730 ms ICMP
10  210.176.141.226  135.759 ms ICMP
11  72.52.2.178  134.149 ms ICMP
12  72.52.1.147  138.606 ms ICMP
13  72.52.2.181  135.976 ms ICMP
14  93.191.173.93  276.841 ms ICMP
15  209.200.186.74  286.912 ms ICMP
16  *
17  161.221.74.250  286.395 ms ICMP
18  161.221.74.213  287.262 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 98.158.60.206
 1  58.65.173.13  0.257 ms ICMP
 2  172.16.36.130  0.959 ms ICMP
 3  58.65.165.42  0.887 ms ICMP
 4  203.135.5.69  1.094 ms ICMP
 5  *
 6  149.14.126.177  117.349 ms ICMP
 7  130.117.50.165  130.261 ms ICMP
 8  4.68.39.73  135.258 ms ICMP
 9  *
10  4.30.163.122  245.082 ms ICMP
11  *
12  98.158.60.206  243.706 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 185.42.238.89
 1  58.65.173.13  0.333 ms ICMP
 2  172.16.36.130  0.901 ms ICMP
 3  58.65.165.42  1.218 ms ICMP
 4  119.63.136.181  1.008 ms ICMP
 5  110.93.255.226  20.259 ms ICMP
 6  110.93.255.168  19.772 ms ICMP
 7  110.93.253.188  145.242 ms ICMP
 8  80.81.192.61  144.026 ms ICMP
 9  212.74.71.121  156.506 ms ICMP
10  212.74.71.121  156.287 ms ICMP
11  80.169.31.62  165.982 ms ICMP
12  185.42.238.254  169.215 ms ICMP
13  185.42.238.254  166.442 ms ICMP
14  185.42.238.89  166.368 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 54.163.225.50
 1  58.65.173.13  0.746 ms ICMP
 2  172.16.36.130  0.974 ms ICMP
 3  58.65.165.42  0.948 ms ICMP
 4  119.63.136.181  0.755 ms ICMP
 5  110.93.252.99  18.034 ms ICMP
 6  110.93.252.190  19.718 ms ICMP
 7  *
 8  195.22.195.67  218.029 ms ICMP
 9  195.22.206.63  212.803 ms ICMP
10  *
11  *
12  *
13  *
14  *
15  *
16  *
17  *
18  *
19  54.163.225.50  219.204 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 66.218.161.27
 1  *
 2  172.16.36.134  1.123 ms ICMP
 3  58.65.165.42  1.238 ms ICMP
 4  119.63.136.181  0.768 ms ICMP
 5  110.93.252.99  18.014 ms ICMP
 6  110.93.252.190  19.667 ms ICMP
 7  213.144.176.232  118.728 ms ICMP
 8  *
 9  *
10  4.16.70.10  212.232 ms ICMP
11  *
12  *
13  *
14  66.218.161.27  212.327 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 104.26.5.64
 1  58.65.173.13  0.295 ms ICMP
 2  172.16.36.130  0.784 ms ICMP
 3  58.65.165.42  0.864 ms ICMP
 4  119.63.136.181  1.090 ms ICMP
 5  110.93.255.226  20.217 ms ICMP
 6  110.93.255.168  19.670 ms ICMP
 7  110.93.192.198  20.114 ms ICMP
 8  104.26.5.64  19.724 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 103.102.166.224
 1  *
 2  172.16.36.134  0.903 ms ICMP
 3  58.65.165.42  0.852 ms ICMP
 4  119.63.136.181  0.968 ms ICMP
 5  110.93.255.226  20.292 ms ICMP
 6  110.93.252.172  19.641 ms ICMP
 7  27.111.228.186  101.482 ms ICMP
 8  103.102.166.224  99.884 ms ICMP
tcp-traceroute from 58.65.173.14 to 208.84.244.116
 1  *
 2  172.16.36.134  1.108 ms ICMP
 3  58.65.165.42  0.817 ms ICMP
 4  203.135.5.69  1.085 ms ICMP
 5  *
 6  27.111.228.4  98.391 ms ICMP
 7  202.84.224.198  99.772 ms ICMP
 8  202.84.141.110  129.588 ms ICMP
 9  202.84.153.58  129.951 ms ICMP
10  202.127.78.186  133.544 ms ICMP
11  72.52.2.184  590.844 ms ICMP
12  72.52.1.139  569.392 ms ICMP
13  72.52.2.189  134.781 ms ICMP
14  72.52.63.73  134.341 ms ICMP
15  *
16  98.142.233.33  363.816 ms ICMP
17  208.70.191.83  358.513 ms ICMP
18  208.84.244.116  360.564 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 129.100.0.79
 1  *
 2  172.16.36.134  0.951 ms ICMP
 3  58.65.165.42  1.051 ms ICMP
 4  203.135.5.69  1.129 ms ICMP
 5  *
 6  *
 7  *
 8  202.125.134.22  157.338 ms ICMP
 9  80.249.209.150  211.267 ms ICMP
10  72.52.92.213  217.227 ms ICMP
11  72.52.92.166  266.897 ms ICMP
12  184.105.223.161  267.224 ms ICMP
13  216.66.74.194  280.156 ms ICMP
14  *
15  *
16  199.71.2.186  279.212 ms ICMP
17  *
18  *
19  129.100.0.79  278.210 ms [SYN-ACK]
tcp-traceroute from 58.65.173.14 to 45.60.124.29
 1  58.65.173.13  0.370 ms ICMP
